user_id;beta0;beta1;beta2
u:hZJC;12.035899758220317;0.00032400264177182556;-0.39226842219238717
u:hZKm;12.935195663791578;-0.051493694933505064;0.03222224787922218
u:hZj6;12.986612559339353;-0.0279335801245244;0.01036421804355345
u:hZrn;12.999046757010348;-0.04193283431445905;0.05107805135254569
u:h_B8;11.49617719744796;-0.001245620470700575;-0.11379575780131738
u:h_Ka;11.363401185746666;-0.09328020537842577;-0.1541458427116584
u:h_mz;12.463792788975303;-0.06458683054085103;-0.003721683172878158
u:hag2;11.198215171632988;-0.09950327356143954;-0.1322665609669066
u:hait;12.618538041956848;-0.05223677830814704;0.10523377399393616
u:haoy;12.40905336252884;-0.03096709381719148;-0.2234052478306954
u:hbKY;10.937059623776845;-0.07776777355511164;-0.04958132915433153
u:hcHp;12.156225523660716;-0.05609601826662962;0.0666604077012794
u:hcJc;8.150417427261313;0.008828569987193762;-0.14455132480969898
u:hdrp;7.383916894036529;-0.03491799175588034;0.22177141291090835
u:heyV;12.68663738392058;-0.1143059170768022;-0.07858220644764272
u:hfIE;11.874817894114134;-0.06716297403871757;-0.019997621931749247
u:hfrH;13.364413683424333;-0.08002789028096835;0.03892502982921977
u:hgtY;12.526343890646489;-0.041753285830308635;-0.008840689798680077
u:hhZG;12.899898993595658;-0.12238182279510969;0.019811775442515934
u:hi7p;12.733220919586179;-0.06575447967149885;0.15007382591452134
u:hjye;12.800914932344515;-0.12289489249049369;0.10542692590376129
u:hk-H;11.69444248004184;-0.13993091434017735;0.042779628528547296
u:hk2H;10.757718935618847;-0.04550752301774987;-0.32984042739685493
u:hkAw;11.45613234869036;-0.07591296117956746;-0.3295808737101945
u:hlvH;12.740745992022264;-0.07098444772178618;0.18778457910135601
u:hmC-;12.755725987760568;-0.09302094711051001;0.18913390922340995
u:hnMg;12.24676549207576;-0.06247673058788103;0.054282365302320106
u:hqj0;13.031704345700259;-0.056348250554411325;-0.052739153341814886
u:hrjY;12.119370895150684;-0.12229896534675304;0.19399409927734415
u:hrls;11.824299029270803;-0.09043228473817655;0.010313171897870215
u:htUg;11.819117937888493;-0.03016592654611343;-0.16818911915932713
u:hvkC;10.717117537535888;-0.05047379184652529;0.3037936669957651
u:hwSR;12.025015854985599;-0.11304512690500665;0.06926989764835634
u:hyD8;12.761777878119236;-0.09717870328808398;0.09195202510936981
u:hz1E;12.8841618840206;-0.0492160326526465;0.0022304673045578853
u:hz9C;13.324700055450183;-0.13906993425546121;-0.24421777694872795
u:hzMu;10.368415104317261;-0.14759087601733786;0.15495363617806435
u:hzUz;12.944903197947738;-0.19980630289648396;-0.002198089056137083
u:iB7z;7.76781724058954;-0.0073762850881418;-0.15112520660025147
u:iBiF;10.699320066188948;-0.17051053094136054;0.04691028845325636
u:iBmS;12.577557592346373;-0.02916739032018244;-0.1443119559896684
u:iBtE;11.294065636378495;-0.10878123124596024;0.2198453855682784
u:iCTE;8.487332694201141;-0.10286493343660119;-0.32719246393233686
u:iCa8;12.540473277590054;-0.10825685748809087;-0.017390685673735976
u:iCjD;12.396459497127335;-0.07626500068267507;0.04340945358254922
u:iCtb;10.635750695096307;-0.007260863695274867;-0.2737296977500422
u:iD7N;11.359753544382373;-0.11321301330700927;-0.25712412332220036
u:iDFU;9.379919639826744;-0.09718438408190676;-0.18877824315074523
u:iDYh;11.705518189671801;-0.07774679513614027;-0.09954532919917906
u:iDfj;11.04129044267533;-0.020419333321203735;-0.14282564220439228
u:iGPZ;7.247138981715356;0.04477877037531866;-0.8207657262445861
u:iGdQ;8.561487005881524;-0.1324379040793957;0.012177612261588783
u:iHHT;10.15573801952023;-0.05151075934951968;-0.2099681815399646
u:iHK5;12.025834157728475;-0.07454293091410598;-0.11729740893021466
u:iHOs;12.99054462910946;-0.10849092056806427;0.010964532429419246
u:iHSP;12.304198005373266;-0.0346303122555417;-0.17450538802699375
u:iHWx;11.396304321919638;-0.09074561334817591;-0.10301816466643478
u:iHgC;12.415413132565334;-0.18905585182805243;-0.17375182067872533
u:iIb5;10.58625627927618;-0.028109201203898683;-0.02147246632344921
u:iIyh;5.606950990190287;-0.19069222004069164;-0.7036334011267881
u:iJN6;12.788214555765604;-0.06369793573032165;0.01339672724528856
u:iJkI;10.956878827314286;-0.12399327195972226;-0.0842870851762792
u:iJwB;11.814188020665233;-0.08168532956965131;-0.12661052889001553
u:iK2H;12.626030239074323;-0.10489990678067547;-0.13570338205415416
u:iK4U;9.705678936122526;-0.1526277096807811;-0.01024433564744687
u:iLby;11.973590051332856;-0.08810354922233915;0.1880653367541973
u:iLn0;11.4947810620167;-0.05079666856084316;0.17082405313489488
u:iMSw;11.00914440296862;-0.05314089143784973;-0.20738485961519545
u:iMlW;10.517531224103474;-0.14331716107602943;-0.07580775434353837
u:iNti;11.651817182710538;-0.060749991451987624;-0.07023137967982622
u:iOaP;10.955642792228675;-0.1362499746769966;-0.07921410961991501
u:ib2D;13.212589186013888;-0.1053805071538872;-0.11951013787312055
u:ibGE;6.336523960107117;-0.06737590817825014;-0.30779287564867863
u:ibU0;13.852783575425299;-0.037737445531509824;0.04187385303914426
u:ibnS;9.188707776902051;-0.03888981424748869;-0.13385782017027226
u:ic-5;11.2708638202762;-0.19661879765373474;0.16138602989730885
u:icyY;10.641557109247062;-0.11850422747077688;-0.21537928745292745
u:idoP;11.853018871141623;-0.0903831506717304;0.07937287972101895
u:ie9h;12.058308223878807;-0.15158161378856944;-0.2761772579701277
u:if6l;11.307127159025315;-0.09406948303880892;0.05466295873222041
u:ifdH;13.494879616782825;-0.04518924187949648;0.11989911757807627
u:ifid;12.769988985626417;-0.009933135872650784;0.02405912311534479
u:ifj-;12.580062556382607;-0.04910769750076427;0.12838545727549308
u:igDX;12.769642107949982;-0.06440335547713687;-0.018109571941081058
u:ih8G;10.833460312265547;-0.07443055618346509;-0.08119874801312757
u:ih8J;11.007435870515756;-0.031564516471096114;-0.17512832519576146
u:ih8R;12.002719687733618;-0.03135375200808483;0.10762135690742046
u:ih_2;12.540304435160802;-0.17033361262095953;0.10627348878455588
u:ihfb;12.461853214394807;-0.07894216197891422;0.15118926967555826
u:ihtW;11.351542648171048;-0.1232315932191435;-0.0872213358520698
u:iiJ-;11.87420952722834;-0.07156203866687386;-0.12300281933784492
u:iiM;12.150853187390691;-0.044694614262356935;0.08209983229039722
u:iiZ8;13.837285296025762;-0.0343955628235621;0.059423749953439665
u:iibU;12.626049571451087;-0.02694383115419339;0.10529936962580261
u:iicF;12.99997086296171;-0.06690666086495582;-0.05506663528933174
u:iifj;11.648915647954047;-0.07446992297701456;0.06735342841239982
u:iiqP;12.160061039836691;-0.11348287004403677;0.11884433474848571
u:ijAJ;12.16167820822569;-0.09840714338228695;0.09429864915380123
u:ijBO;12.061402318159418;-0.01567828597812447;-0.007822994249865507
u:ijiR;12.400338494416076;-0.09555156667305173;-0.01842509951041633
u:ikE6;9.918738994255222;-0.062129325123687455;-0.018455357172160177
u:ikNB;12.537249677655307;-0.046491913597566416;-0.08561045454000303
u:ikP3;12.326686929007332;-0.04079144184140292;-0.10462188502320342
u:iklQ;10.993827114872492;-0.08958802526729302;-0.011286811067075733
u:ilJW;13.310953365680634;-0.070867223202835;0.1022800519191373
u:ilLZ;11.83691477743574;-0.046777303250681745;0.21839512603598346
u:ilNF;10.871178677323588;-0.0931413120022835;-0.2168121144289675
u:ilnh;12.266836817136314;-0.06844846251250122;0.017315828769355838
u:ilrb;11.660456371801525;-0.0554887224311959;-0.4667038946546115
u:im5y;10.678975193779152;-0.21782177066851915;0.0017028805319535638
u:im77;11.893856447597354;-0.012933840650858078;0.09628984990246962
u:inUt;11.692010100554764;-0.05574201765698828;-0.07115347813303506
u:ip1R;13.366311752572479;-0.18834182745176853;-0.04632967769808183
u:ipdo;11.75626795035123;-0.12536897166884298;-0.26669301169196696
u:iqHS;9.336317635742763;-0.20775279347738626;0.17887660898632768
u:iqYZ;12.760411727601591;-0.0936908266503307;0.12889159195817168
u:iqYu;11.648778714190732;-0.09217617434862257;-0.04408550785342963
u:irVT;11.061104350153167;-0.09625172175771256;0.2673222911956815
u:isV5;9.79777582245266;-0.08177081396483256;-0.1965892842308832
u:itTT;10.544947570684675;-0.10453286978128308;0.10119361298312973
u:itxg;9.706579276559648;-0.08958749177768373;0.1665940531586029
u:iuQ9;12.856076887695382;-0.1372787043920926;0.10866533458657393
u:iuTx;11.758438742275612;-0.08817290584924846;0.03370709527577461
u:iwcC;11.085053783717594;-0.16131418921291846;-0.21002120977237645
u:iwic;6.905024594089793;-0.19549552666137449;-0.32687065550118566
u:ixOE;8.010115624871986;-0.06421448657821191;-0.14387216855267795
u:ixca;5.684525776158912;-0.17929112394270594;-0.35742582420128155
u:ixkU;10.888740632282861;-0.1190079919375005;-0.006192603675172728
u:iyGd;7.8463968694194834;-0.25674757690244193;-0.030441959880542515
u:iycY;8.506666511947236;-0.18402633305272684;-0.15080374913857322
u:kGb;13.076864342673328;-0.09004599004747071;0.1254595030050844
u:khU;12.182216457860903;-0.11738852140187188;0.13441241211651772
u:lQv;12.357777852696353;-0.05575560568555286;0.040392798692386954
u:nTi;13.4123094859481;-0.0372097853189039;0.08505759499105178
